  Session log : spot_check_logs\log2.txt  (started 2026-06-01 13:58:52)

  Trading Pipeline — PAPER (mock data, no real orders)
  Watching    : AAPL, TSLA, NVDA, MSTR, COIN
  Trigger     : price > rolling_mean + 2.0 * std_dev
  AI gate     : confidence > 0.65
  Order cap   : 10% of balance (fractional shares)
  [RAW TICK] 13:58:58  TSLA    bid=$249.45
  [RAW TICK] 13:58:58  AAPL    bid=$195.12
  [RAW TICK] 13:58:58  TSLA    bid=$249.14
  [RAW TICK] 13:58:58  COIN    bid=$99.63
  [RAW TICK] 13:58:59  COIN    bid=$99.83
  [RAW TICK] 13:58:59  TSLA    bid=$249.0
  [RAW TICK] 13:58:59  NVDA    bid=$875.75
  [RAW TICK] 13:58:59  AAPL    bid=$195.0
  [RAW TICK] 13:58:59  COIN    bid=$99.72
  [RAW TICK] 13:58:59  COIN    bid=$99.91
  [RAW TICK] 13:58:59  AAPL    bid=$195.16
  [RAW TICK] 13:58:59  AAPL    bid=$195.11
  [RAW TICK] 13:58:59  MSTR    bid=$99.86
  [RAW TICK] 13:58:59  MSTR    bid=$99.75
  [RAW TICK] 13:58:59  TSLA    bid=$248.69
  [RAW TICK] 13:58:59  MSTR    bid=$99.66
  [RAW TICK] 13:58:59  COIN    bid=$100.04
  [RAW TICK] 13:58:59  AAPL    bid=$194.95
  [RAW TICK] 13:58:59  MSTR    bid=$99.71
  [RAW TICK] 13:58:59  MSTR    bid=$99.96
  [RAW TICK] 13:58:59  AAPL    bid=$194.8
  [RAW TICK] 13:58:59  MSTR    bid=$100.15
  [RAW TICK] 13:58:59  MSTR    bid=$99.76
  [RAW TICK] 13:58:59  MSTR    bid=$99.76
  [RAW TICK] 13:58:59  COIN    bid=$100.08
  [RAW TICK] 13:58:59  AAPL    bid=$194.62
  [RAW TICK] 13:58:59  TSLA    bid=$248.4
  [RAW TICK] 13:58:59  NVDA    bid=$875.69
  [RAW TICK] 13:59:00  MSTR    bid=$99.54
  [RAW TICK] 13:59:00  AAPL    bid=$194.42
  [RAW TICK] 13:59:00  TSLA    bid=$248.56
  [RAW TICK] 13:59:00  TSLA    bid=$248.39
  [RAW TICK] 13:59:00  NVDA    bid=$875.67
  [RAW TICK] 13:59:00  NVDA    bid=$875.64
  [RAW TICK] 13:59:00  AAPL    bid=$194.27
  [RAW TICK] 13:59:00  NVDA    bid=$875.88
  [RAW TICK] 13:59:00  NVDA    bid=$876.05
  [RAW TICK] 13:59:00  TSLA    bid=$248.46
  [RAW TICK] 13:59:00  NVDA    bid=$876.0
  [RAW TICK] 13:59:00  TSLA    bid=$248.74
  [RAW TICK] 13:59:00  TSLA    bid=$248.54
  [RAW TICK] 13:59:00  AAPL    bid=$194.21
  [RAW TICK] 13:59:00  TSLA    bid=$248.4
  [RAW TICK] 13:59:00  NVDA    bid=$876.15
  [RAW TICK] 13:59:00  AAPL    bid=$194.39
  [RAW TICK] 13:59:00  TSLA    bid=$248.43
  [RAW TICK] 13:59:00  NVDA    bid=$876.06
  [RAW TICK] 13:59:00  TSLA    bid=$248.65
  [RAW TICK] 13:59:00  AAPL    bid=$194.21
  [RAW TICK] 13:59:00  TSLA    bid=$248.53
  [RAW TICK] 13:59:00  MSTR    bid=$99.54
  [RAW TICK] 13:59:00  COIN    bid=$100.12
  [RAW TICK] 13:59:01  TSLA    bid=$248.72
  [RAW TICK] 13:59:01  COIN    bid=$100.17
  [RAW TICK] 13:59:01  NVDA    bid=$876.2
  [RAW TICK] 13:59:01  MSTR    bid=$99.39
  [RAW TICK] 13:59:01  NVDA    bid=$876.28
  [RAW TICK] 13:59:01  AAPL    bid=$194.28
  [RAW TICK] 13:59:01  COIN    bid=$100.21
  [RAW TICK] 13:59:01  NVDA    bid=$876.31
  [RAW TICK] 13:59:01  NVDA    bid=$876.36
  [RAW TICK] 13:59:01  AAPL    bid=$194.23
  [RAW TICK] 13:59:01  TSLA    bid=$248.66
  [RAW TICK] 13:59:01  NVDA    bid=$876.5
  [RAW TICK] 13:59:01  MSTR    bid=$99.53
  [RAW TICK] 13:59:01  TSLA    bid=$248.61
  [RAW TICK] 13:59:01  MSTR    bid=$99.66
  [RAW TICK] 13:59:01  NVDA    bid=$876.49
  [RAW TICK] 13:59:01  MSTR    bid=$99.97
  [RAW TICK] 13:59:01  AAPL    bid=$194.21
  [RAW TICK] 13:59:01  NVDA    bid=$876.21
  [RAW TICK] 13:59:01  TSLA    bid=$248.41
  [RAW TICK] 13:59:01  TSLA    bid=$248.57
  [RAW TICK] 13:59:01  COIN    bid=$100.1
  [RAW TICK] 13:59:01  MSTR    bid=$100.0
  [RAW TICK] 13:59:01  MSTR    bid=$100.2
  [RAW TICK] 13:59:02  AAPL    bid=$194.23
  [RAW TICK] 13:59:02  NVDA    bid=$876.3
  [RAW TICK] 13:59:02  NVDA    bid=$876.41
  [RAW TICK] 13:59:02  MSTR    bid=$99.93
  [RAW TICK] 13:59:02  MSTR    bid=$99.84
  [RAW TICK] 13:59:02  NVDA    bid=$876.49
  [RAW TICK] 13:59:02  AAPL    bid=$195.31
  [RAW TICK] 13:59:02  AAPL    bid=$195.19
  [RAW TICK] 13:59:02  AAPL    bid=$195.36
  [RAW TICK] 13:59:02  NVDA    bid=$876.65
  [RAW TICK] 13:59:02  AAPL    bid=$195.19
  [RAW TICK] 13:59:02  AAPL    bid=$195.21
  [RAW TICK] 13:59:02  AAPL    bid=$195.06
  [RAW TICK] 13:59:02  NVDA    bid=$876.73
  [RAW TICK] 13:59:02  COIN    bid=$99.94
  [RAW TICK] 13:59:02  MSTR    bid=$99.95
  [RAW TICK] 13:59:02  AAPL    bid=$195.07
  [RAW TICK] 13:59:02  MSTR    bid=$99.89
  [RAW TICK] 13:59:02  TSLA    bid=$248.72
  [RAW TICK] 13:59:02  NVDA    bid=$876.47
  [RAW TICK] 13:59:02  MSTR    bid=$99.95
  [RAW TICK] 13:59:02  NVDA    bid=$876.35
  [RAW TICK] 13:59:02  COIN    bid=$99.83
  [RAW TICK] 13:59:02  NVDA    bid=$876.27
  [RAW TICK] 13:59:03  NVDA    bid=$875.96
  [RAW TICK] 13:59:03  COIN    bid=$99.63
  [RAW TICK] 13:59:03  MSTR    bid=$100.03
  [RAW TICK] 13:59:03  AAPL    bid=$195.18
  [RAW TICK] 13:59:03  COIN    bid=$99.41
  [RAW TICK] 13:59:03  COIN    bid=$99.51
  [RAW TICK] 13:59:03  COIN    bid=$99.78
  [RAW TICK] 13:59:03  MSTR    bid=$100.14
  [RAW TICK] 13:59:03  COIN    bid=$100.16
  [RAW TICK] 13:59:03  AAPL    bid=$195.41
  [RAW TICK] 13:59:03  MSTR    bid=$100.34
  [RAW TICK] 13:59:03  TSLA    bid=$248.71
  [RAW TICK] 13:59:03  AAPL    bid=$195.54
  [RAW TICK] 13:59:03  NVDA    bid=$875.9
  [RAW TICK] 13:59:03  MSTR    bid=$100.3
  [RAW TICK] 13:59:03  COIN    bid=$99.97
  [RAW TICK] 13:59:03  COIN    bid=$100.13
  [RAW TICK] 13:59:03  NVDA    bid=$875.79
  [RAW TICK] 13:59:03  AAPL    bid=$195.69
  [RAW TICK] 13:59:03  MSTR    bid=$100.06
  [RAW TICK] 13:59:03  COIN    bid=$99.99
  [RAW TICK] 13:59:03  AAPL    bid=$195.44
  [RAW TICK] 13:59:03  TSLA    bid=$248.87
  [RAW TICK] 13:59:03  COIN    bid=$100.1
  [RAW TICK] 13:59:04  AAPL    bid=$195.49
  [RAW TICK] 13:59:04  NVDA    bid=$876.0
  [RAW TICK] 13:59:04  AAPL    bid=$195.39
  [RAW TICK] 13:59:04  NVDA    bid=$876.15
  [RAW TICK] 13:59:04  AAPL    bid=$195.34
  [RAW TICK] 13:59:04  TSLA    bid=$248.5
  [RAW TICK] 13:59:04  MSTR    bid=$100.1
  [RAW TICK] 13:59:04  NVDA    bid=$877.62

  [THRESHOLD TRIP] NVDA  bid=$877.62  band=$877.00  (mean=876.21, sigma=0.3963, breach=3.56σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:59:04  MSTR    bid=$100.11
  [RAW TICK] 13:59:04  MSTR    bid=$100.01
  [RAW TICK] 13:59:04  AAPL    bid=$195.55
  [RAW TICK] 13:59:04  TSLA    bid=$248.64
  [RAW TICK] 13:59:04  COIN    bid=$99.98
  [RAW TICK] 13:59:04  AAPL    bid=$195.58
  [RAW TICK] 13:59:04  TSLA    bid=$249.04
  [RAW TICK] 13:59:05  COIN    bid=$99.8
  [RAW TICK] 13:59:05  AAPL    bid=$195.65
  [RAW TICK] 13:59:05  TSLA    bid=$249.17
  [RAW TICK] 13:59:05  MSTR    bid=$100.04
  [RAW TICK] 13:59:05  TSLA    bid=$249.22
  [RAW TICK] 13:59:05  COIN    bid=$99.78
  [RAW TICK] 13:59:05  AAPL    bid=$195.45
  [RAW TICK] 13:59:05  AAPL    bid=$195.59
  [RAW TICK] 13:59:05  AAPL    bid=$195.59
  [RAW TICK] 13:59:05  NVDA    bid=$877.76
  [RAW TICK] 13:59:05  NVDA    bid=$877.87
  [RAW TICK] 13:59:05  AAPL    bid=$195.44
  [RAW TICK] 13:59:05  TSLA    bid=$249.29
  [RAW TICK] 13:59:05  NVDA    bid=$878.16
  [RAW TICK] 13:59:05  TSLA    bid=$249.4
  [RAW TICK] 13:59:05  NVDA    bid=$878.22
  [RAW TICK] 13:59:05  NVDA    bid=$878.57
  [RAW TICK] 13:59:05  MSTR    bid=$100.29
  [RAW TICK] 13:59:05  AAPL    bid=$195.24
  [RAW TICK] 13:59:05  AAPL    bid=$195.13
  [RAW TICK] 13:59:05  NVDA    bid=$878.82
  [RAW TICK] 13:59:05  NVDA    bid=$879.06
  [RAW TICK] 13:59:05  COIN    bid=$99.7
  [RAW TICK] 13:59:05  AAPL    bid=$195.17
  [RAW TICK] 13:59:06  TSLA    bid=$249.39
  [RAW TICK] 13:59:06  MSTR    bid=$100.19
  [RAW TICK] 13:59:06  COIN    bid=$99.51
  [RAW TICK] 13:59:06  AAPL    bid=$195.4
  [RAW TICK] 13:59:06  TSLA    bid=$249.51
  [RAW TICK] 13:59:06  MSTR    bid=$100.08
  [RAW TICK] 13:59:06  NVDA    bid=$879.19
  [RAW TICK] 13:59:06  COIN    bid=$99.24
  [RAW TICK] 13:59:06  TSLA    bid=$249.43
  [RAW TICK] 13:59:06  AAPL    bid=$195.31
  [RAW TICK] 13:59:06  COIN    bid=$99.39
  [RAW TICK] 13:59:06  AAPL    bid=$195.14
  [RAW TICK] 13:59:06  MSTR    bid=$99.86
  [RAW TICK] 13:59:06  AAPL    bid=$195.15
  [RAW TICK] 13:59:06  COIN    bid=$99.4
  [RAW TICK] 13:59:06  MSTR    bid=$99.85
  [RAW TICK] 13:59:06  TSLA    bid=$249.12
  [RAW TICK] 13:59:06  MSTR    bid=$99.94
  [RAW TICK] 13:59:06  COIN    bid=$99.33
  [RAW TICK] 13:59:06  NVDA    bid=$879.02
  [RAW TICK] 13:59:06  TSLA    bid=$249.17
  [RAW TICK] 13:59:06  COIN    bid=$99.22
  [RAW TICK] 13:59:06  COIN    bid=$99.49
  [RAW TICK] 13:59:06  COIN    bid=$99.35
  [RAW TICK] 13:59:07  TSLA    bid=$249.11
  [RAW TICK] 13:59:07  MSTR    bid=$100.03
  [RAW TICK] 13:59:07  AAPL    bid=$195.06
  [RAW TICK] 13:59:07  MSTR    bid=$100.15
  [RAW TICK] 13:59:07  COIN    bid=$99.61
  [RAW TICK] 13:59:07  COIN    bid=$101.02

  [THRESHOLD TRIP] COIN  bid=$101.02  band=$100.58  (mean=99.80, sigma=0.3897, breach=3.13σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:59:07  MSTR    bid=$100.11
  [RAW TICK] 13:59:07  NVDA    bid=$879.21
  [RAW TICK] 13:59:07  NVDA    bid=$879.29
  [RAW TICK] 13:59:07  TSLA    bid=$249.23
  [RAW TICK] 13:59:07  NVDA    bid=$879.39
  [RAW TICK] 13:59:07  NVDA    bid=$879.73
  [RAW TICK] 13:59:07  MSTR    bid=$100.18
  [RAW TICK] 13:59:07  AAPL    bid=$195.07
  [RAW TICK] 13:59:07  AAPL    bid=$195.15
  [RAW TICK] 13:59:07  AAPL    bid=$195.21
  [RAW TICK] 13:59:07  TSLA    bid=$249.2
  [RAW TICK] 13:59:07  COIN    bid=$100.96
  [RAW TICK] 13:59:07  AAPL    bid=$195.25
  [RAW TICK] 13:59:07  COIN    bid=$100.73
  [RAW TICK] 13:59:08  NVDA    bid=$879.84
  [RAW TICK] 13:59:08  COIN    bid=$100.7
  [RAW TICK] 13:59:08  TSLA    bid=$249.06
  [RAW TICK] 13:59:08  AAPL    bid=$195.29
  [RAW TICK] 13:59:08  TSLA    bid=$250.3

  [THRESHOLD TRIP] TSLA  bid=$250.30  band=$249.81  (mean=248.95, sigma=0.4305, breach=3.13σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:59:08  NVDA    bid=$879.77
  [RAW TICK] 13:59:08  NVDA    bid=$879.85
  [RAW TICK] 13:59:08  COIN    bid=$100.63
  [RAW TICK] 13:59:08  COIN    bid=$100.84
  [RAW TICK] 13:59:08  AAPL    bid=$195.44
  [RAW TICK] 13:59:08  NVDA    bid=$879.59
  [RAW TICK] 13:59:08  NVDA    bid=$879.81
  [RAW TICK] 13:59:08  MSTR    bid=$100.03
  [RAW TICK] 13:59:08  MSTR    bid=$100.01
  [RAW TICK] 13:59:08  COIN    bid=$101.17
  [RAW TICK] 13:59:08  COIN    bid=$101.1
  [RAW TICK] 13:59:08  TSLA    bid=$250.39
  [RAW TICK] 13:59:08  COIN    bid=$101.19
  [RAW TICK] 13:59:08  AAPL    bid=$195.17
  [RAW TICK] 13:59:08  MSTR    bid=$100.06
  [RAW TICK] 13:59:09  NVDA    bid=$879.67
  [RAW TICK] 13:59:09  COIN    bid=$100.9
  [RAW TICK] 13:59:09  MSTR    bid=$100.0
  [RAW TICK] 13:59:09  NVDA    bid=$879.67
  [RAW TICK] 13:59:09  AAPL    bid=$195.22
  [RAW TICK] 13:59:09  COIN    bid=$100.78
  [RAW TICK] 13:59:09  TSLA    bid=$250.4
  [RAW TICK] 13:59:09  MSTR    bid=$99.72
  [RAW TICK] 13:59:09  TSLA    bid=$250.54
  [RAW TICK] 13:59:09  COIN    bid=$100.79
  [RAW TICK] 13:59:09  TSLA    bid=$250.51
  [RAW TICK] 13:59:09  MSTR    bid=$99.64
  [RAW TICK] 13:59:09  NVDA    bid=$879.6
  [RAW TICK] 13:59:09  TSLA    bid=$250.38
  [RAW TICK] 13:59:09  TSLA    bid=$250.39
  [RAW TICK] 13:59:09  MSTR    bid=$99.86
  [RAW TICK] 13:59:09  COIN    bid=$100.38
  [RAW TICK] 13:59:09  TSLA    bid=$250.53
  [RAW TICK] 13:59:09  NVDA    bid=$880.55
  [RAW TICK] 13:59:09  COIN    bid=$100.47
  [RAW TICK] 13:59:09  NVDA    bid=$880.23
  [RAW TICK] 13:59:09  TSLA    bid=$250.56
  [RAW TICK] 13:59:09  NVDA    bid=$880.39
  [RAW TICK] 13:59:09  COIN    bid=$100.57
  [RAW TICK] 13:59:10  MSTR    bid=$99.84
  [RAW TICK] 13:59:10  TSLA    bid=$250.63
  [RAW TICK] 13:59:10  NVDA    bid=$880.6
  [RAW TICK] 13:59:10  COIN    bid=$100.61
  [RAW TICK] 13:59:10  TSLA    bid=$250.46
  [RAW TICK] 13:59:10  COIN    bid=$100.38
  [RAW TICK] 13:59:10  AAPL    bid=$195.16
  [RAW TICK] 13:59:10  AAPL    bid=$195.22
  [RAW TICK] 13:59:10  MSTR    bid=$100.81

  [THRESHOLD TRIP] MSTR  bid=$100.81  band=$100.48  (mean=100.05, sigma=0.2145, breach=3.52σ)
  Consulting Gemini 2.5 Flash...
  [AI VERDICT] action=HOLD  confidence=0.00  urgency=NONE  code=AI_ERR_429_RESOURCE_EXHAUST
  [SKIPPED] Not enough conviction — staying flat.
  [RAW TICK] 13:59:10  TSLA    bid=$250.43
  [RAW TICK] 13:59:10  AAPL    bid=$195.22
  [RAW TICK] 13:59:10  TSLA    bid=$250.5
  [RAW TICK] 13:59:10  NVDA    bid=$880.76
  [RAW TICK] 13:59:10  TSLA    bid=$250.58
  [RAW TICK] 13:59:10  TSLA    bid=$250.54
  [RAW TICK] 13:59:10  AAPL    bid=$195.24
  [RAW TICK] 13:59:10  TSLA    bid=$250.51
  [RAW TICK] 13:59:10  TSLA    bid=$250.69
  [RAW TICK] 13:59:10  MSTR    bid=$100.89
  [RAW TICK] 13:59:11  AAPL    bid=$195.11
  [RAW TICK] 13:59:11  NVDA    bid=$880.46
  [RAW TICK] 13:59:11  COIN    bid=$100.33
  [RAW TICK] 13:59:11  AAPL    bid=$195.16
  [RAW TICK] 13:59:11  TSLA    bid=$250.67
  [RAW TICK] 13:59:11  NVDA    bid=$880.51
  [RAW TICK] 13:59:11  AAPL    bid=$194.79
  [RAW TICK] 13:59:11  NVDA    bid=$880.37
  [RAW TICK] 13:59:11  MSTR    bid=$100.6
  [RAW TICK] 13:59:11  AAPL    bid=$194.91
  [RAW TICK] 13:59:11  TSLA    bid=$250.78
  [RAW TICK] 13:59:11  MSTR    bid=$100.64
  [RAW TICK] 13:59:11  COIN    bid=$100.24
  [RAW TICK] 13:59:11  TSLA    bid=$250.52
  [RAW TICK] 13:59:11  AAPL    bid=$194.9
  [RAW TICK] 13:59:11  MSTR    bid=$100.48
  [RAW TICK] 13:59:11  MSTR    bid=$100.21
  [RAW TICK] 13:59:11  NVDA    bid=$880.25
  [RAW TICK] 13:59:11  NVDA    bid=$880.1
  [RAW TICK] 13:59:11  COIN    bid=$100.35
  [RAW TICK] 13:59:11  MSTR    bid=$100.37
  [RAW TICK] 13:59:11  COIN    bid=$100.26
  [RAW TICK] 13:59:11  COIN    bid=$100.05
  [RAW TICK] 13:59:11  COIN    bid=$100.01
  [RAW TICK] 13:59:12  NVDA    bid=$880.2
  [RAW TICK] 13:59:12  AAPL    bid=$194.55
  [RAW TICK] 13:59:12  NVDA    bid=$880.18
  [RAW TICK] 13:59:12  COIN    bid=$100.09
  [RAW TICK] 13:59:12  NVDA    bid=$880.06
  [RAW TICK] 13:59:12  MSTR    bid=$100.22
  [RAW TICK] 13:59:12  TSLA    bid=$250.41
  [RAW TICK] 13:59:12  MSTR    bid=$100.46
  [RAW TICK] 13:59:12  AAPL    bid=$194.22
  [RAW TICK] 13:59:12  NVDA    bid=$881.26
  [RAW TICK] 13:59:12  MSTR    bid=$100.72
  [RAW TICK] 13:59:12  AAPL    bid=$194.32
  [RAW TICK] 13:59:12  AAPL    bid=$194.37
  [RAW TICK] 13:59:12  COIN    bid=$100.15
  [RAW TICK] 13:59:12  TSLA    bid=$250.76
  [RAW TICK] 13:59:12  AAPL    bid=$194.36
  [RAW TICK] 13:59:12  AAPL    bid=$194.31
  [RAW TICK] 13:59:12  TSLA    bid=$250.75
  [RAW TICK] 13:59:12  TSLA    bid=$250.61
  [RAW TICK] 13:59:12  AAPL    bid=$194.44
  [RAW TICK] 13:59:12  AAPL    bid=$194.4
  [RAW TICK] 13:59:12  TSLA    bid=$250.44
  [RAW TICK] 13:59:12  COIN    bid=$100.23
